Source;Target;cri_comp;anb_name;anb_nuts;ca_bids;ca_cpv;ca_criteria_count;ca_eufund;ca_nuts;ca_scntr_sc;ca_title;cft_duration;w_name;w_nuts;country;ca_date;ca_year;ca_contract_value;nocft;ca_procedure;ca_criterion;anb_type;anb_empl_cat
CZ00277177;CZ15034682;0,30817;Město Polička;CZ0533;11;45000000-7;1;1;CZ053;0;Revitalizace hradu Svojanov pro rozvoj cestovního ruchu v regionu;;První litomyšlská stavební a.s.;CZ0533;czechr;14-Feb-11;2011;763904,23;0;open;lowest price;regional/local ;50<x<=100
CZ00239640;CZ41157834;0,30786;Město  Poděbrady;CZ0208;9;45212200-8;2;1;CZ020;0;ZŠ TGM Poděbrady - školní hřiště u ZŠ;;Ing. Jiří Huptych;CZ0100;czechr;2-Aug-11;2011;119046,53;0;negotiation;price plus quality;regional/local ;50<x<=100
CZ00279773;CZ25951190;0,3076;Město Vysoké Mýto;CZ0534;21;45321000-3;1;1;CZ053;1;Zateplení Speciální základní školy ve Vysokém Mýtě, Speciální základní škola ve Vysokém Mýtě - výtah;;ALTERSTAV s.r.o.;CZ0534;czechr;15-Apr-11;2011;217343,78;0;open;lowest price;regional/local ;50<x<=100
CZ00266094;CZ27354601;0,30756;STATUTÁRNÍ MĚSTO MOST;CZ0425;25;45321000-3;1;1;CZ042;1;Snížení energetické náročnosti - Zateplení MŠ a ZŠ v Mostě;;STAVAN EU s.r.o.;CZ0422;czechr;27-Jun-11;2011;61494,926;0;open;lowest price;regional/local ;100<x<=500
CZ00245836;CZ49454501;0,30693;Město Český Krumlov;CZ0312;12;45000000-7;1;0;CZ031;0;„ODSTRANĚNÍ BODOVÝCH ZÁVAD NA MÍSTNÍ KOMUNIKACI SPOJUJÍCÍ SILNICI I/39 S CENTREM MĚSTA ČESKÝ KRUMLOV“;;SDS EXMOST spol. s r.o.;CZ0642;czechr;5-Dec-11;2011;227337,62;0;open;lowest price;regional/local ;50<x<=100
CZ70891168;CZ14705877;0,30667;Karlovarský kraj;CZ0412;3;45215140-0;4;0;CZ041;0;ÚZZS Karlovarského kraje, Oblastní středisko Karlovy Vary, Sídlo zdravotnické záchranné služby Karlovarského kraje - realizace stavby;210;BAU-STAV a.s.;CZ0412;czechr;13-Jun-11;2011;2657959,8;1;invitation;price plus quality;regional/local ;100<x<=500
CZ70889988;CZ25033514;0,30663;Povodí Ohře, státní podnik;CZ0422;6;45262300-4;1;0;CZ041;1;VD Skalka - rekonstrukce těsnícího pláště návodního líce a VD Skalka - oprava degradovaných betonů LGS nádrž;;AZ SANACE a.s.;CZ0427;czechr;20-May-11;2011;208351,47;0;negotiation;lowest price;supported body/soe ;100<x<=500
CZ70889988;CZ25033514;0,30627;Povodí Ohře, státní podnik;CZ0422;9;45247220-8;1;0;CZ041;0;Jez Jindřichov - rekonstrukce vývaru;;AZ SANACE a.s.;CZ0427;czechr;17-May-11;2011;193068,24;0;negotiation;lowest price;supported body/soe ;100<x<=500
CZ00231223;CZ27233944;0,30604;Městská část Praha 17;CZ0100;18;45214100-1;3;0;CZ010;0;Zateplení MŠ Laudova 1030 a 1031,Praha 6 - Řepy;;NIKA STAV spol. s r.o.;CZ0100;czechr;4-Jul-11;2011;284921,58;0;open;price plus quality;regional/local ;50<x<=100
CZ72053119;CZ45359164;0,30522;Správa a údržba silnic Plzeňského kraje, příspě;CZ0323;9;45233100-0;1;0;;;III/19524 Ždánov;;Silnice Horšovský Týn a. s.;CZ0321;czechr;2-Sep-11;2011;666358,21;0;negotiation;lowest price;supported body/soe ;100<x<=500
CZ00243132;CZ00014915;0,30516;Město Příbram;CZ020B;9;45000000-7;3;1;CZ020;1;Rekultivace ukončené skládky TKO Květná;;Metrostav a.s.;CZ0100;czechr;10-Nov-11;2011;1029168,3;0;open;price plus quality;regional/local ;100<x<=500
CZ00272728;CZ25968807;0,30503;Město Jaroměř;CZ0523;11;45222100-0;2;1;CZ052;0;Sběrný dvůr Jaroměř;;MATEX HK s.r.o.;CZ0521;czechr;28-Nov-11;2011;259132,16;0;negotiation;price plus quality;regional/local ;50<x<=100
CZ00304271;CZ46578463;0,3048;Město Rožnov pod Radhoštěm;CZ0723;7;45231110-9;1;1;CZ072;1;Rožnov pod Radhoštěm – VDJ Písečný, Dolní Paseky – propojení vodovodů;;Cobbler s.r.o.;CZ0723;czechr;6-Dec-11;2011;229049,34;0;negotiation;lowest price;regional/local ;50<x<=100
CZ00266094;CZ27354601;0,30432;STATUTÁRNÍ MĚSTO MOST;CZ0425;14;45233142-6;1;0;CZ042;0;Opravy komunikace a chodníků v ul. Jugoslávská v Mostě;;STAVAN EU s.r.o.;CZ0422;czechr;17-Jun-11;2011;161942,89;0;open;lowest price;regional/local ;100<x<=500
CZ70889988;CZ25033514;0,30385;Povodí Ohře, státní podnik;CZ0422;12;45246000-3;1;0;CZ042;0;Dodatečné stavební práce - OPŠ 08/2010 - Oprava Chřibské Kamenice v Horní Chřibské;;AZ SANACE a.s.;CZ0427;czechr;9-Sep-11;2011;182878,33;0;negotiation;lowest price;supported body/soe ;100<x<=500
CZ00243132;CZ27240088;0,3036;Město Příbram;CZ020B;4;45214200-2;1;1;CZ02;0;Realizace energetických úspor ve školních objektech - areál v ul. Bratří Čapků;;MTStav Příbram, s.r.o.;CZ020B;czechr;18-Mar-11;2011;758663,03;1;open;lowest price;regional/local ;100<x<=500
CZ70946078;CZ00014915;0,30341;Krajská správa silnic Libereckého kraje (KSS LK), p�;CZ0513;6;45223200-8;2;0;CZ051;0;Silnice III/26846 Sloup v Čechách, most ev.č.26846-2;;Metrostav a.s.;CZ0100;czechr;29-Dec-11;2011;276995,75;0;negotiation;price plus quality;supported body/soe ;100<x<=500
CZ00297534;CZ25567225;0,3033;STATUTÁRNÍ MĚSTO KARVINÁ;CZ0803;12;45000000-7;2;1;CZ080;;Budova Městské policie Karviná - komplexní revitalizace objektu;;VW WACHAL a.s.;CZ0721;czechr;5-Aug-11;2011;680119,36;0;open;price plus quality;regional/local ;100<x<=500
CZ00249998;CZ60838744;0,30305;Město Písek;CZ0314;4;45222100-0;1;1;CZ031;0;Modernizace a rozšíření kompostárny v Písku a Vybudování sběrného dvora u kompostárny v Písku;510;STRABAG  a.s.;CZ0100;czechr;14-Oct-11;2011;1553533,1;1;open;lowest price;regional/local ;100<x<=500
CZ00254843;CZ40523284;0,30282;Město Ostrov;CZ0412;1;45000000-7;1;1;CZ041;0;Historický Ostrov II - Palác princů, Dodatečné stavební práce v rozsahu Zadávacích listů č. 21,22,23,24,25, 26,27,28,29,30 31,32.;;TIMA, spol. s r.o. - obchodně výrobní služby;CZ0412;czechr;19-Jul-11;2011;56562,611;0;missing/error;lowest price;regional/local ;50<x<=100
CZ00231126;CZ25593161;0,30263;MĚSTSKÁ ČÁST PRAHA 11;CZ0100;4;45454100-5;3;0;CZ010;0;Regenerace obvodového pláště DPS Blatenská 2146;;PÁTÁ STAVEBNÍ CZ, a.s.;CZ0801;czechr;21-Nov-11;2011;774953,99;0;negotiation;price plus quality;regional/local ;100<x<=500
CZ44992785;CZ25322257;0,3026;Statutární město Brno;CZ0642;4;45212314-0;2;1;CZ064;1;Zpřístupnění brněnského podzemí - část Kostnice;;IMOS Brno, a.s.;CZ0642;czechr;10-Jun-11;2011;1068162,7;0;open;price plus quality;regional/local ;500<x
CZ00274046;CZ25267329;0,30162;Statutární město Pardubice;CZ0532;6;45000000-7;1;0;CZ053;0;RPS – Pardubice, Pravý břeh Labe – VII. soubor, 3 část;;MIROS dopravní stavby, a.s.;CZ0532;czechr;16-Sep-11;2011;531229,35;0;negotiation;lowest price;regional/local ;100<x<=500
CZ00246875;CZ26105128;0,30129;Město Jindřichův Hradec;CZ0313;9;45211100-0;1;0;CZ031;1;Stavební úpravy č.p. 168/II J. Hradec;;Jindřichohradecká stavební s.r.o.;CZ0313;czechr;22-Jul-11;2011;304435,68;0;negotiation;lowest price;regional/local ;100<x<=500
CZ00255513;CZ16681436;0,30048;Město Horažďovice;CZ0322;17;45214200-2;1;1;CZ032;0;Snížení energetické náročnosti budov MŠ Křesťanská, J.z Poděbrad 724, Horažďovice a MŠ Loretská 935, Horažďovice;;Václav Kestler - BAU KONEX;CZ0325;czechr;1-Apr-11;2011;392421,19;0;negotiation;lowest price;regional/local ;50<x<=100
CZ00085031;CZ60838744;0,29996;Správa a údržba silnic Pardubického kraje;CZ0532;5;45233223-8;1;0;CZ053;0;Obnova živičného krytu silnice II/310 Kameničná - Helvíkovice;;STRABAG  a.s.;CZ0100;czechr;26-Jul-11;2011;267677,38;0;negotiation;lowest price;supported body/soe ;100<x<=500
CZ00007536;CZ62414402;0,29965;Palivový kombinát Ústí, státní podnik;CZ0427;4;45254100-3;1;0;CZ052;1;Odstranění staré ekologické zátěže - odkaliště IDA;;Purum s.r.o.;CZ0100;czechr;7-Oct-11;2011;1013274,8;0;open;lowest price;supported body/soe ;100<x<=500
CZ00296643;CZ46678468;0,29963;Statutární město Frýdek-Místek;CZ0802;11;45214200-2;1;1;CZ080;0;Úspory energie školních budov III, IV a V;;HOCHTIEF CZ a. s.;CZ0100;czechr;15-Jul-11;2011;616992,28;0;open;lowest price;regional/local ;100<x<=500
CZ70889988;CZ25033514;0,2993;Povodí Ohře, státní podnik;CZ0422;9;45246000-3;1;0;CZ042;0;„OPŠ: Poustka (ř.km 0,000 – 1,915) – oprava opevnění poškozené povodní, rekonstrukce“;;AZ SANACE a.s.;CZ0427;czechr;28-Jun-11;2011;258862,99;0;negotiation;lowest price;supported body/soe ;100<x<=500
CZ00250627;CZ26385759;0,29911;MĚSTO PRACHATICE;CZ0315;10;45211360-0;1;1;CZ031;;ZŠ Vodňanská 287, Prachatice - oprava vad a modernizace obálky budovy;;MIRAS - stavitelství a sanace s.r.o.;CZ0323;czechr;11-Feb-11;2011;422404,74;0;open;lowest price;regional/local ;50<x<=100
CZ00268097;CZ15058786;0,29845;Město Přibyslav;CZ0631;21;45231300-8;1;1;CZ063;1;Vodovod Přibyslav, místní část Dvorek-Uhry, místní část Hřiště;275;STAVAK spol. s r.o.;CZ0631;czechr;4-Mar-11;2011;314344,47;1;open;lowest price;regional/local ;25<x<=50
CZ00259586;CZ18248675;0,29816;Město Sokolov;CZ0413;15;45212000-6;1;1;CZ041;1;Snížení tepelných ztrát objektu – kino Alfa;;ISSO - Inženýrské stavby Sokolov, s. r. o.;CZ0413;czechr;18-Feb-11;2011;327616,82;0;open;lowest price;regional/local ;100<x<=500
CZ00301825;CZ25896873;0,29805;Statutární město Přerov;CZ0714;5;45000000-7;1;1;CZ071;;„Regenerace a revitalizace bytových domů v IPRM v Přerově“;;PTÁČEK - pozemní stavby s.r.o.;CZ0714;czechr;15-Jul-11;2011;1255440,8;0;open;lowest price;regional/local ;100<x<=500
CZ00279773;CZ62063634;0,29762;Město Vysoké Mýto;CZ0534;10;45233000-9;1;1;CZ053;0;Regenerace panelového sídliště mezi ulicemi Mládežnická a Rokycanova ve Vysokém Mýtě;;SAPA - LPJ, spol. s r.o.;CZ0534;czechr;23-Aug-11;2011;196555,69;0;open;lowest price;regional/local ;50<x<=100
CZ70890650;CZ48035599;0,29718;Jihočeský kraj;CZ0311;5;45233142-6;1;0;CZ031;0;Rekonstrukce silnice III/1508 a 15015, průtah obcí rapšach;122;SWIETELSKY stavební s.r.o.;CZ0311;czechr;26-Aug-11;2011;821405,21;1;invitation;lowest price;regional/local ;100<x<=500
CZ00266094;CZ28692811;0,29701;STATUTÁRNÍ MĚSTO MOST;CZ0425;10;45454100-5;1;1;CZ042;0;Rekonstrukce bloku 8 v Chanově;;KP servis Most s.r.o.;CZ0425;czechr;1-Jul-11;2011;851055,11;0;open;lowest price;regional/local ;100<x<=500
CZ70889546;CZ26177005;0,29689;Královéhradecký kraj;CZ0521;10;45233000-9;2;1;CZ052;1;II/308 - Králova Lhota, II. etapa;;COLAS CZ, a.s.;CZ0100;czechr;18-Mar-11;2011;730746,52;0;negotiation;price plus quality;regional/local ;100<x<=500
CZ45193673;CZ25638955;0,29672;Ostravské vodárny a kanalizace a. s.;CZ0806;2;45232422-6;3;0;CZ080;0;Odběr a zpracování kalu;730;SITA CZ a.s.;CZ0100;czechr;19-Dec-11;2011;1255188,8;1;open;price plus quality;other/private ;100<x<=500
CZ70891168;CZ46678468;0,29667;Karlovarský kraj;CZ0412;8;45454100-5;2;0;CZ041;;Karlovarská krajská nemocnice a.s. - nemocnice v Chebu Rekonstrukce pavilonu „B“ (pravá část);600;HOCHTIEF CZ a. s.;CZ0100;czechr;7-Feb-11;2011;4187531,8;1;open;price plus quality;regional/local ;100<x<=500
CZ00279846;CZ63489163;0,29597;Město Žamberk;CZ0534;3;45212221-1;3;1;CZ053;0;Areál aktivní turistiky II Pod Černým lesem v Žamberku - Vybudování víceúčelového hřiště II.;;JM Demicarr s.r.o.;CZ0646;czechr;1-Aug-11;2011;29686,921;0;negotiation;price plus quality;regional/local ;50<x<=100
CZ00236951;CZ28177851;0,2959;Město Kostelec nad Labem;CZ0206;5;45454100-5;6;1;CZ020;0;Volnočasové centrum Kostelec nad Labem;350;STAVEBNÍ FIRMA NEUMANN s.r.o.;CZ0206;czechr;24-Jun-11;2011;724480,82;1;invitation;price plus quality;regional/local ;10<x<=25
CZ00262854;CZ42196868;0,2958;MĚSTO  HRÁDEK NAD NISOU;CZ0513;12;45000000-7;1;0;CZ051;0;Oprava ulic a mostů po povodních 2010 (G);163;M - SILNICE a.s.;CZ0532;czechr;29-Jul-11;2011;392222,2;1;open;lowest price;regional/local ;10<x<=25
CZ00304450;CZ48399477;0,29578;Město Vsetín;CZ0723;12;45214100-1;1;1;CZ072;1;Stavební úpravy budovy Mateřské školy Vsetín, Kobzáňová 1537;;TM  Stav, spol. s r.o.;CZ0723;czechr;26-Aug-11;2011;573970,62;0;open;lowest price;regional/local ;100<x<=500
CZ00085031;CZ60838744;0,29559;Správa a údržba silnic Pardubického kraje;CZ0532;5;45233223-8;1;0;CZ053;0;Oprava silnice II/374 Jevíčko - hranice Pk;;STRABAG  a.s.;CZ0100;czechr;26-Jul-11;2011;214065,07;0;negotiation;lowest price;supported body/soe ;100<x<=500
CZ28954874;CZ48535834;0,29545;Investiční a rozvojová Praha 3 a.s.;CZ0100;3;45211000-9;1;0;CZ010;0;Oprava střechy, balkónů a ZTI;;ARCUS - Růžička, spol. s r.o.;CZ0100;czechr;2-Sep-11;2011;758422,71;0;negotiation;lowest price;other/private ;<=10
CZ25396544;CZ25825071;0,29538;Ostravské komunikace, a.s.;CZ0806;11;45233223-8;1;0;CZ080;0;Souvislá údržba MK ul. Závodní;;M A K O S a.s.;CZ0806;czechr;26-Jul-11;2011;390286,53;0;negotiation;lowest price;supported body/soe ;100<x<=500
CZ00267449;CZ60932171;0,29536;MĚSTO HAVLÍČKŮV BROD;CZ0631;12;45233100-0;1;0;CZ063;0;Rekonstrukce ulice Na Valech, Havlíčkův Brod;;Chládek a Tintěra Havlíčkův Brod, a.s.;CZ0631;czechr;10-Jun-11;2011;157033,35;0;open;lowest price;regional/local ;100<x<=500
CZ00090450;CZ60838744;0,29532;Krajská správa a údržba silnic Vysočiny, příspě;CZ0632;8;45233142-6;1;0;CZ063;0;II/602 Oprava havarijních krytů Velká Bíteš - Meziříčko;;STRABAG  a.s.;CZ0100;czechr;22-Aug-11;2011;219117,19;0;negotiation;lowest price;supported body/soe ;100<x<=500
CZ00276944;CZ27742741;0,2951;Město Litomyšl;CZ0533;11;45240000-1;1;1;CZ053;0;Revitalizace rybníku Nový a Střední;;PROFISTAV Litomyšl, a.s.;CZ0533;czechr;25-Jan-11;2011;168879,03;0;negotiation;lowest price;regional/local ;50<x<=100
CZ00298221;CZ60775530;0,29506;Město Odry;CZ0804;15;45212221-1;1;1;CZ080;0;Dětská hřiště v Odrách;;SATES MORAVA  spol. s r.o.;CZ0723;czechr;17-Jun-11;2011;94488,189;0;open;lowest price;regional/local ;50<x<=100
CZ00245836;CZ16669711;0,29456;Město Český Krumlov;CZ0312;7;45111100-9;1;0;CZ031;1;Demolice nevyužitelných objektů kasárna Vyšný II - Český Krumlov/2;;Petr Březina - APB Plzeň;CZ0323;czechr;5-Sep-11;2011;134446,2;0;negotiation;lowest price;regional/local ;50<x<=100
CZ00286010;CZ46978194;0,29439;Statutární město Jihlava;CZ0632;7;45214200-2;1;1;CZ063;1;Rekonstrukce a rozvoj Základní umělecké školy Jihlava, Masarykovo nám. č. 15 a 16, Jihlava;547;Podzimek a synové s.r.o.;CZ0632;czechr;21-Oct-11;2011;2591710,7;1;open;lowest price;regional/local ;100<x<=500
CZ00254843;CZ40523284;0,29435;Město Ostrov;CZ0412;1;45000000-7;1;1;CZ041;0;Historický Ostrov II - Palác princů, Dodatečné stavební práce v rozsahu Zadávacích listů č. 33,34,35,36,37.;;TIMA, spol. s r.o. - obchodně výrobní služby;CZ0412;czechr;19-Jul-11;2011;6400,7758;0;missing/error;lowest price;regional/local ;50<x<=100
CZ00005886;CZ26271303;0,29384;Dopravní podnik hl.m. Prahy ,akciová společnost;CZ0100;4;45300000-0;0;1;CZ010;1;Výstavba metra V.A (Dejvická - Motol) - technologická část;1440;Skanska a.s.;CZ0100;czechr;7-Jul-11;2011;1,53E+08;1;open;missing;supported body/soe ;500<x
CZ00243132;CZ27240088;0,29349;Město Příbram;CZ020B;10;45454100-5;1;1;CZ020;0;Realizace energetických úspor ve školním objektu, ul. Dlouhá 163;;MTStav Příbram, s.r.o.;CZ020B;czechr;6-May-11;2011;300889,94;1;open;lowest price;regional/local ;100<x<=500
CZ00240702;CZ26374919;0,2933;Město Říčany;CZ0209;9;45000000-7;1;0;;0;„STAVEBNÍ ÚPRAVY ZŠ NERUDOVA, ŘÍČANY III“;;BÖGL a KRÝSL, k.s.;CZ0100;czechr;28-Mar-11;2011;301487,06;0;open;lowest price;regional/local ;100<x<=500
CZ00261904;CZ49101927;0,29311;Město Jirkov;CZ0422;6;45000000-7;1;0;CZ042;1;„Rekonstrukce objektu č.p.1425, Vinařická ul., Jirkov“;;"FISAD s.r.o.""""";CZ0422;czechr;8-Apr-11;2011;554944,49;0;negotiation;lowest price;regional/local ;50<x<=100
CZ70889546;CZ42196868;0,29296;Královéhradecký kraj;CZ0521;8;45233140-2;1;0;CZ052;1;II/321 Solnice – obchvat III. etapa;;M - SILNICE a.s.;CZ0532;czechr;22-Mar-11;2011;1873595,7;0;open;lowest price;regional/local ;100<x<=500
CZ00240702;CZ41084900;0,2928;Město Říčany;CZ0209;11;45000000-7;1;0;;0;„STAVEBNÍ ÚPRAVY MŠ ČTYŘLÍSTEK, ŘÍČANY II“;;1. VASTO spol. s r.o.;CZ0723;czechr;28-Mar-11;2011;297325,73;0;open;lowest price;regional/local ;100<x<=500
CZ00294900;CZ60932171;0,29262;MĚSTO NOVÉ MĚSTO NA MORAVĚ;CZ0635;14;45112200-7;1;0;CZ063;0;Hrubé terénní úpravy lokalita Vlachovická;;Chládek a Tintěra Havlíčkův Brod, a.s.;CZ0631;czechr;17-Oct-11;2011;183727,03;0;negotiation;lowest price;regional/local ;50<x<=100
CZ00270059;CZ28173279;0,29249;Město Hlinsko;CZ0531;13;45214200-2;3;1;CZ053;0;Zateplení ZŠ Smetanova, Hlinsko;;"B &amp; J Holding,a.s.";CZ0100;czechr;25-May-11;2011;376082,77;0;negotiation;price plus quality;regional/local ;50<x<=100
CZ00299308;CZ25878778;0,29227;Statutární město Olomouc;CZ0712;6;45454100-5;1;1;CZ071;0;I. P. Pavlova 62 - komplexní zateplení objektu;152;VHH THERMONT s.r.o.;CZ0712;czechr;29-Apr-11;2011;784799,63;1;open;lowest price;regional/local ;100<x<=500
CZ60461373;CZ13694341;0,29207;Vysoká škola chemicko-technologická v Praze;CZ0100;4;45214400-4;1;0;CZ010;0;VŠCHT - Rekonstrukce vybraných laboratoří v budově A a B.;;PSG-International a.s.;CZ0724;czechr;26-Sep-11;2011;782645,83;0;open;lowest price;established by public law;500<x
CZ00254061;CZ28420403;0,29162;Město Mariánské Lázně;CZ0411;5;45212221-1;2;1;CZ041;0;Rekonstrukce sportovního areálu Viktoria Mariánské Lázne?, II. etapa;;ALGON, a.s.;CZ020A;czechr;25-May-11;2011;484899,45;0;negotiation;price plus quality;regional/local ;50<x<=100
CZ00276529;CZ27742741;0,29111;Město Bystré;CZ0533;4;45000000-7;1;1;CZ053;0;;;PROFISTAV Litomyšl, a.s.;CZ0533;czechr;25-Jul-11;2011;57331,365;0;negotiation;lowest price;regional/local ;<=10
CZ00236667;CZ48035599;0,29095;Město Zruč nad Sázavou;CZ0205;4;45233162-2;1;1;CZ020;1;„Na kole do práce zručskou cyklostezkou“ CZ.1.15/1.2.00/45.00973;;SWIETELSKY stavební s.r.o.;CZ0311;czechr;13-Jun-11;2011;312845,25;0;negotiation;lowest price;regional/local ;25<x<=50
CZ70890021;CZ60838744;0,29094;Povodí Odry, státní podnik;CZ0806;4;45240000-1;1;1;CZ080;0;Sedlnice, km 18,340 - 20,270, SO 04 OPĚRNÉ ZDI, stavba č. 5671;;STRABAG  a.s.;CZ0100;czechr;16-Sep-11;2011;408148,5;0;negotiation;lowest price;supported body/soe ;100<x<=500
CZ00239640;CZ62028081;0,29059;Město  Poděbrady;CZ0208;13;45211300-2;2;1;CZ020;1;Nová mateřská škola pro 50 dětí Poděbrady - Polaebc;;ATOS, spol. s r.o. Ledeč nad Sázavou;CZ0631;czechr;11-Mar-11;2011;386197;0;negotiation;price plus quality;regional/local ;50<x<=100
CZ00262854;CZ49454501;0,29043;MĚSTO  HRÁDEK NAD NISOU;CZ0513;14;45000000-7;1;0;CZ051;1;Oprava ulic a mostů po povodních 2010 (A, B, C);153;SDS EXMOST spol. s r.o.;CZ0642;czechr;29-Jul-11;2011;264460,49;1;open;lowest price;regional/local ;10<x<=25
CZ00237680;CZ24656348;0,29023;Město Dolní Bousov;CZ0207;5;45214200-2;2;1;CZ020;0;Zateplení Základní školy T.G.Masaryka, Dolní Bousov;;TIWANAKO s.r.o.;CZ0100;czechr;21-Mar-11;2011;394912,05;0;negotiation;price plus quality;regional/local ;10<x<=25
CZ00296562;CZ26849631;0,29003;Obec Bystřice;CZ0802;6;45214200-2;1;1;CZ080;0;Zateplení budovy základní školy č.p.366;;ZOWADA s.r.o.;CZ0802;czechr;18-Feb-11;2011;71797,785;0;negotiation;lowest price;regional/local ;10<x<=25
CZ49458841;CZ25556568;0,28983;Vodovody a kanalizace Židlochovicko;CZ0643;7;45232420-2;6;1;CZ064;1;Hrušovany u Brna - intenzifikace ČOV;480;VHS Brno, a.s.;CZ0642;czechr;19-Jul-11;2011;1694569,2;1;open;price plus quality;regional/local ;<=10
CZ47438541;CZ26230992;0,28958;Skládka tuhého komunálního odpadu;CZ0634;14;45222110-3;1;0;CZ063;0;Rozšíření skládky TKO Petrůvky - 8. etapa;205;Outulný, a.s.;CZ0634;czechr;7-Jan-11;2011;374441,52;1;open;lowest price;regional/local ;<=10
CZ00266621;CZ63321238;0,28944;STATUTÁRNÍ MĚSTO TEPLICE;CZ0426;9;45000000-7;2;1;CZ042;0;Sanace skalního masívu v Pražská v Teplicích;152;Minova Bohemia s.r.o.;CZ0806;czechr;24-May-11;2011;1556953,3;1;open;price plus quality;regional/local ;100<x<=500
CZ00261238;CZ00671533;0,28943;STATUTÁRNÍ MĚSTO DĚČÍN;CZ0421;13;45233223-8;1;1;CZ042;1;1.část revitalizace sídliště Děčín III - Staré Město v rámci IPRM Děčín - sídliště Staré Město;;INSKY spol. s r.o.;CZ0427;czechr;9-Aug-11;2011;365069,2;0;open;lowest price;regional/local ;100<x<=500
CZ00274046;CZ63217139;0,28941;Statutární město Pardubice;CZ0532;12;45111000-8;1;0;CZ053;;Revitalizace bývalého vojenského areálu Hůrka – I. a II. etapa;;BAUSET CZ, a.s.;CZ0532;czechr;5-Sep-11;2011;321817,42;0;negotiation;lowest price;regional/local ;100<x<=500
CZ00287351;CZ26908298;0,28934;MĚSTO KROMĚŘÍŽ;CZ0721;13;45233160-8;4;1;CZ072;1;IPRM Kroměříž - Revitalizace panelového sídliště Oskol;152;Správa a údržba silnic Kroměřížska, s.r.o.;CZ0721;czechr;4-Jul-11;2011;950559,29;1;open;price plus quality;regional/local ;100<x<=500
CZ00236977;CZ48024481;0,28888;Město Kralupy nad Vltavou;CZ0206;6;45000000-7;2;1;CZ020;0;Rekonstrukce tělocvičny v ZŠ Generála Klapálka, Kralupy nad Vltavou;;Druhá pražská stavební, spol. s r.o.;CZ0100;czechr;4-Oct-11;2011;392989,12;0;negotiation;price plus quality;regional/local ;100<x<=500
CZ00236977;CZ41157834;0,28876;Město Kralupy nad Vltavou;CZ0206;8;45212200-8;2;1;CZ020;0;Modernizace sportovního areálu u zimního stadionu, Kralupy nad Vltavou v Kralupech nad Vltavou;;Ing. Jiří Huptych;CZ0100;czechr;29-Jul-11;2011;350857,3;0;negotiation;price plus quality;regional/local ;100<x<=500
CZ70889546;CZ45274924;0,28868;Královéhradecký kraj;CZ0521;15;45233320-8;6;1;CZ052;0;II/295 Vrchlabí - Špindlerův Mlýn, rekonstrukce opěrných zdí;;EUROVIA CS, a.s.;CZ0100;czechr;18-Mar-11;2011;1059073,4;1;open;price plus quality;regional/local ;100<x<=500
CZ00253901;CZ40233308;0,28865;Město Aš;CZ0411;9;45233100-0;1;0;CZ041;0;Revitalizace sídliště Dlouhá - komunikace - Etapa 1;;Vodohospodářské stavby, společnost s ručením omezený;CZ0426;czechr;10-Jun-11;2011;491509,55;0;negotiation;lowest price;regional/local ;50<x<=100
CZ70946078;CZ00014915;0,2884;Krajská správa silnic Libereckého kraje (KSS LK), p�;CZ0513;5;45223200-8;2;0;CZ051;0;Most přes Ploučnici ve Vlčím Dole ev.č. 2621-3;;Metrostav a.s.;CZ0100;czechr;23-Sep-11;2011;695212,71;0;negotiation;price plus quality;supported body/soe ;100<x<=500
CZ61989100;CZ60779969;0,28839;VYSOKÁ ŠKOLA BÁŇSKÁ-TECHNICKÁ UNIVERZITA OSTRAVA;CZ0806;2;45214630-5;6;1;CZ080;0;UNIVERZÁLNÍ LABORATORNÍ MODUL ASŘ;;Dodávky automatizace, spol. s r.o.;CZ0806;czechr;20-Dec-11;2011;417048,64;1;open;price plus quality;established by public law;500<x
CZ00297313;CZ10602429;0,28835;Město Třinec;CZ0802;13;45454100-5;1;0;CZ080;;MŠ Třinec, Nerudova 313 - rekonstrukce kuchyně na centrální kuchyň;;Jan Morcinek;CZ0802;czechr;13-May-11;2011;204797,05;0;negotiation;lowest price;regional/local ;100<x<=500
CZ70890749;CZ60838744;0,28824;Kraj Vysočina;CZ0632;10;45233100-0;1;0;CZ063;0;„II/345 Ždírec nad Doubravou - průtah“;;STRABAG  a.s.;CZ0100;czechr;16-May-11;2011;465362,99;0;open;lowest price;regional/local ;100<x<=500
CZ00235440;CZ25671464;0,288;Město Kolín;CZ0204;10;45232421-9;2;1;CZ020;;Rekonstrukce ČOV Kolín;;GEOSAN GROUP a.s.;CZ0204;czechr;15-Apr-11;2011;4327178,8;1;invitation;price plus quality;regional/local ;100<x<=500
CZ00262854;CZ45192286;0,28783;MĚSTO  HRÁDEK NAD NISOU;CZ0513;17;45000000-7;1;0;CZ051;0;Oprava ulic a mostů po povodních 2010 (A, B, C);153;ALPINE Bau CZ s.r.o.;CZ0723;czechr;29-Jul-11;2011;206558,87;1;open;lowest price;regional/local ;10<x<=25
CZ70891095;CZ40614948;0,28767;Středočeský kraj;CZ0100;22;45233142-6;4;1;CZ020;1;II/109 POŘÍČÍ - ČERČANY;;Dálniční stavby Praha, a.s.;CZ0100;czechr;25-Jul-11;2011;2747232,5;1;open;price plus quality;regional/local ;100<x<=500
