Source;Target;cri_comp;icl.i;ich.i;icm.i;scl.s;sch.s;scm.s;anb_name;anb_nuts;ca_bids;ca_cpv;ca_criteria_count;ca_eufund;ca_nuts;ca_scntr_sc;ca_title;w_consortium;w_name;w_nuts;country;rowid;ca_date;ca_year;ca_contract_value;nocft;ca_procedure;ca_criterion;anb_type;anb_sector;anb_empl_cat
HU735771;HU13846723;0.0871274;0;0;0;0;0;0;Budapest F?város XIV. Kerület Zugló Önkormányzata;HU101;9;45261910-6;4;0;HU101;0;Vállalkozási szerz?dés keretében a Szent István Gimnázium (1146 Budapest, Ajtósi Dürer sor 15.) épületében tet?fedés és a bádogos szerkezetek cseréje 1200 m2 területen;0;ÉPÍT? 960 Épít?ipari és Szolgáltató Korlátolt Felel;HU101;hungary;207631;22-Oct-10;2010;62.016.332;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU597045;HU13854476;0.4132232;0;0;0;0;0;0;?RSÉGI NEMZETI PARK IGAZGATÓSÁG;HU222;1;45212000-6;4;1;HU222;0;Építési beruházás beszerzés;0;TITÁN-BETON Épít?ipari Szolgáltató Korlátolt Felel?ss;HU222;hungary;207665;8-Dec-10;2010;83.334.013;0;missing/error;price plus quality;national ;missing;missing
HU734730;HU13875475;0.4340291;0;0;0;0;0;0;Vácrátót Község Önkormányzata;HU102;5;45000000-7;4;1;HU10;1;Óvodafejlesztés Vácrátóton;0;TREND Épít? Zártkör?en M?köd? Részvénytársaság;HU101;hungary;207814;22-Sep-10;2010;61.216.661;1;open;price plus quality;regional/local ;missing;50<x<=100
HU430960;HU13889674;0.5028793;0;0;0;0;0;0;Pápa Város Önkormányzatának Városgondnoksága;HU213;1;45233222-1;1;0;HU213;0;Tájékoztató az eljárás eredményér?l Murvázás 2010;0;Horváth Beton Kereskedelmi és Szolgáltató Korlátolt Fe;HU213;hungary;207880;11-Dec-10;2010;4305.6;0;open;lowest price;regional/local ;missing;100<x<=500
HU10898824;HU13911780;0.070864;1;0;2;0;0;0;F?városi Vízm?vek Zártkör?en M?köd? Részvénytár;HU101;12;45442300-0;1;0;HU101;NA;épít?mesteri munkák;0;Maxima Trendline Ipari, Kivitelez? és Szolgáltató Korlá;HU101;hungary;208089;20-Jan-10;2010;92750;1;missing/error;lowest price;established by public law;general public services;missing
HU10898824;HU13911780;0.070864;1;0;2;0;0;0;F?városi Vízm?vek Zártkör?en M?köd? Részvénytár;HU101;11;45442300-0;1;0;HU101;NA;épít?mesteri munkák;0;Maxima Trendline Ipari, Kivitelez? és Szolgáltató Korlá;HU101;hungary;208093;20-Jan-10;2010;92750;1;missing/error;lowest price;established by public law;general public services;missing
HU10898824;HU13911780;0.070864;1;0;2;0;0;0;F?városi Vízm?vek Zártkör?en M?köd? Részvénytár;HU101;12;45442300-0;1;0;HU101;NA;épít?mesteri munkák;0;Maxima Trendline Ipari, Kivitelez? és Szolgáltató Korlá;HU101;hungary;208090;20-Jan-10;2010;92750;1;missing/error;lowest price;established by public law;general public services;missing
HU10898824;HU13911780;0.070864;1;0;2;0;0;0;F?városi Vízm?vek Zártkör?en M?köd? Részvénytár;HU101;12;45442300-0;1;0;HU101;NA;épít?mesteri munkák;0;Maxima Trendline Ipari, Kivitelez? és Szolgáltató Korlá;HU101;hungary;208092;20-Jan-10;2010;92750;1;missing/error;lowest price;established by public law;general public services;missing
HU10898824;HU13911780;0.070864;1;0;2;0;0;0;F?városi Vízm?vek Zártkör?en M?köd? Részvénytár;HU101;11;45442300-0;1;0;HU101;NA;épít?mesteri munkák;0;Maxima Trendline Ipari, Kivitelez? és Szolgáltató Korlá;HU101;hungary;208091;20-Jan-10;2010;92750;1;missing/error;lowest price;established by public law;general public services;missing
HU725316;HU13914556;0.0764384;0;0;0;0;0;0;Szeghalom Város Önkormányzata;HU332;3;45210000-2;4;1;HU332;1;1.rész: Szeghalom, Kossuth u. 5.sz. alatti Bölcs?de felújítása, 2.rész: Szelesi f?gy?jt? csatorna rekonstrukciója;0;Borgula-Ép Épít?ipari Kivitelez? és Szolgáltató Korl�;HU332;hungary;208114;20-Oct-10;2010;66.384.568;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU304001;HU13953544;0.0993602;0;0;0;0;0;0;Legfels?bb Bíróság;HU101;2;45216112-2;3;0;HU101;1;Legfels?bb Bíróság épülete homlokzatának részleges felújítása;0;Panel Alpintechnika Épít?ipari és Szolgáltató Korláto;HU102;hungary;208332;17-Nov-10;2010;15.273.519;0;missing/error;price plus quality;national ;missing;100<x<=500
HU724429;HU13961149;0.0753224;0;0;0;0;0;0;Kalocsa Város Önkormányzata;HU331;3;45233000-9;3;1;HU331;1;Illyés Gyula utca (0+000-0+516) Dankó Pista utca II. (0+082-0+470) Csiga utca (0+000-0+232) Gábor Lajos utca (0+000-0+290) burkolat felújítási és korszer?sítési munkái;0;COLAS-ALTERRA Épít?ipari Zártkör?en Müköd? Részvény;HU101;hungary;208491;1-Sep-10;2010;147105.63;1;open;price plus quality;regional/local ;missing;100<x<=500
HU725525;HU13961149;0.0946768;0;0;0;0;0;0;Gyomaendr?d Város Önkormányzata;HU332;6;45200000-9;4;0;HU332;0;Belterületi utak építése, felújítása Gyomaendr?dön;0;COLAS-ALTERRA Épít?ipari Zártkör?en Müköd? Részvény;HU101;hungary;208495;15-Nov-10;2010;93.431.902;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU726292;HU13961149;0.4747477;0;0;0;0;0;0;Bekecs Község Önkormányzata;HU311;1;45200000-9;1;1;HU311;0;Bekecs belterületi utak fejlesztése pótmunkák kivitelezésére egyösszeg? a befejezési határid?re prognosztizált átalányáras vállalkozási szerz?dés megkötése.;0;COLAS-ALTERRA Épít?ipari Zártkör?en Müköd? Részvény;HU101;hungary;208497;22-Dec-10;2010;13.899.974;0;missing/error;lowest price;regional/local ;general public services;100<x<=500
HU729215;HU13961149;0.449012;0;0;0;0;0;0;Parád Nagyközségi Önkormányzat;HU312;1;45233120-6;3;1;HU312;1;Parád, Kossuth Lajos utca- iskola elötti közút- korszer?sítése pótmunkái;0;COLAS-ALTERRA Épít?ipari Zártkör?en Müköd? Részvény;HU101;hungary;208508;13-Oct-10;2010;45.719.499;1;other/framework;price plus quality;regional/local ;missing;100<x<=500
HU729073;HU13961149;0.6540068;0;0;0;0;0;0;Markaz Községi Önkormányzat;HU312;1;45233120-6;1;0;HU312;1;EH - Az Ifjúság és József Attila utcák közlekedésének korszer?sítése (ÉMOP-3.1.3/A-09-2009-0065) projekt kivitelezéséhez kapcsolódó pótmunkák elvégzése;0;COLAS-ALTERRA Épít?ipari Zártkör?en Müköd? Részvény;HU101;hungary;208506;3-Nov-10;2010;32.172.955;0;other/framework;lowest price;regional/local ;general public services;50<x<=100
HU730677;HU13979919;0.4094065;0;0;0;0;0;0;Üll? Város Önkormányzata;HU102;1;45232153-9;5;0;HU102;0;Üll?n, egy 500 m3 hasznos térfogatú, hengeres formájú, 30 m névleges szármagasságú, acélszerkezet? víztorony gyártmánytervének beszerzése, vasbeton alaptestének és villamos energia ellátás;0;NOVUS-90 VÍZTORONY Épít? és Szolgáltató Korlátolt Fe;HU331;hungary;208759;3-Sep-10;2010;376015.58;1;open;price plus quality;regional/local ;general public services;50<x<=100
HU735825;HU13985969;0.5310658;0;0;0;0;0;0;Budapest F?város XIX. Kerület Kispest Önkormányzat;HU101;1;45000000-7;3;1;HU101;1;Budapest F?város XIX. kerület Kispest Önkormányzata a „Wekerle ahol értéket ?riz az id?” cím? Európai Uniós pályázathoz kapcsolódó kiegészít? építési munkák. (KÉtáj);0;SZV CONSTRUM Kereskedelmi és Szolgáltató Korlátolt Fele;HU102;hungary;208775;3-Sep-10;2010;159005.39;1;other/framework;price plus quality;regional/local ;general public services;100<x<=500
HU728636;HU13992477;0.4249028;0;0;0;0;0;0;Görbeháza Község Önkormányzata;HU321;1;45000000-7;5;1;HU321;0;Az id?sek napközi otthonának akadálymentesítése Görbeházán az egyenl? esélyekkel történ? használhatóság jegyében, valamint a Széchenyi István Általános Iskola komplex akadálymentesítése;0;INOX-THERM Kereskedelmi és Szolgáltató Korlátolt Felel?;HU323;hungary;208825;24-Sep-10;2010;23257.8;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU728636;HU13992477;0.4475932;0;0;0;0;0;0;Görbeháza Község Önkormányzata;HU321;1;45000000-7;5;1;HU321;0;Az id?sek napközi otthonának akadálymentesítése Görbeházán az egyenl? esélyekkel történ? használhatóság jegyében, valamint a Széchenyi István Általános Iskola komplex akadálymentesítése;0;INOX-THERM Kereskedelmi és Szolgáltató Korlátolt Felel?;HU323;hungary;208826;24-Sep-10;2010;74871;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU729392;HU13992477;0.0391327;0;0;0;0;0;0;Hatvan Városi Önkormányzat;HU312;9;45315000-8;1;0;HU312;0;Szent Kamill Id?sek Otthona részleges f?téskorszer?sítése;0;INOX-THERM Kereskedelmi és Szolgáltató Korlátolt Felel?;HU323;hungary;208828;22-Jan-10;2010;43.233.557;1;open;lowest price;regional/local ;general public services;500<x
HU734455;HU13993540;0.0695058;0;0;0;0;0;0;Zalaegerszeg Megyei Jogú Város Önkormányzata;HU223;7;45233161-5;1;0;HU223;0;városi járdák, lépcs?k kisebb építési munkái 2009-2010. években V. csomag;0;ZALAKOMPLEX ÉPÍT? Épít?ipari, Kereskedelmi és Szolgál;HU223;hungary;208854;24-Sep-10;2010;17.664.246;1;open;lowest price;regional/local ;missing;100<x<=500
HU734455;HU13993540;0.0695824;0;0;0;0;0;0;Zalaegerszeg Megyei Jogú Város Önkormányzata;HU223;4;45233161-5;1;0;HU223;NA;városi járdák, lépcs?k kisebb építési munkái 2009-2010. években VI. csomag;0;ZALAKOMPLEX ÉPÍT? Épít?ipari, Kereskedelmi és Szolgál;HU223;hungary;208853;18-Oct-10;2010;2.215.039;1;open;lowest price;regional/local ;missing;100<x<=500
HU331153;HU13994431;0.5382645;0;0;0;0;0;0;Magyarbóly Községi Önkormányzat;HU231;1;45000000-7;4;1;HU231;1;Integrált közösségi szolgáltató tér kialakítása a M?vel?dési Ház felújításával tárgyú eljárás eredménye;0;ÉFER-BAU Épít?ipari, Kereskedelmi és Szolgáltató Korl;HU231;hungary;208858;10-Sep-10;2010;109254.26;1;other/framework;price plus quality;regional/local ;general public services;25<x<=50
HU308373;HU13995102;0.0349567;0;1;2;0;0;0;Észak-Dunántúli Környezetvédelmi És Vízügyi Iga;HU221;2;45210000-2;3;1;HU221;0;Épületenergetikai fejlesztések nyílászáró cserével és homlokzat utólagos h?szigetelésével a Gy?r-Szér?skert utcai gát?rházban- tájékoztató az eljárás eredményér?l;0;Téti Épít?ipari és Szolgáltató Korlátolt Felel?sség;HU221;hungary;208881;11-Oct-10;2010;12.989.419;1;open;price plus quality;national ;environment;100<x<=500
HU12147715;HU14008850;0.0724378;0;0;1;0;0;0;Állami Autópálya Kezel? Zártkör?en m?köd? Részv�;HU101;2;45000000-7;3;0;HU101;1;Nyomvályú javítás marás és felületi bevonat alkalmazásával/2010. - tájékoztató;0;Bitunova Útfenntartó és Emulziógyártó Korlátolt Fele;HU101;hungary;208951;20-Sep-10;2010;202240.2;1;open;price plus quality;national ;missing;missing
HU10729571;HU14008915;0.4227616;0;0;0;3;10;20;Mátrai Er?m? Zártkör?en M?köd? Részvénytársaság;HU312;1;45221100-3;4;NA;HU311;0;ME ZRt 15/2010 számú eljárás tájékoztató az eljárás eredményér?l;0;STRABAG-MML Magas- és Mérnöki Létesítmény Épít? Kor;HU101;hungary;209017;1-Oct-10;2010;264621.35;1;negotiation;price plus quality;established by public law;missing;missing
HU14459050;HU14008915;0.6321851;0;0;0;3;10;20;Gönc és Térsége Egészségéért Egészségügyi Sz;HU311;1;45215100-8;1;1;HU311;1;„Abaúj-Hegyközi Kistérségi járóbeteg-szakellátó központ kivitelezése” pótmunkák. Tájékoztató az eljárás eredményér?l;0;STRABAG-MML Magas- és Mérnöki Létesítmény Épít? Kor;HU101;hungary;209030;17-Nov-10;2010;65340;0;other/framework;lowest price;established by public law;missing;missing
HU320988;HU14008915;0.8361117;0;0;0;3;10;20;Dunaújvárosi F?iskola;HU211;1;45214300-3;6;1;HU211;1;DF - TIOP építés - Táj. elj. eredm.;0;STRABAG-MML Magas- és Mérnöki Létesítmény Épít? Kor;HU231;hungary;208955;5-Jul-10;2010;2946900;0;other/framework;price plus quality;national ;education;100<x<=500
HU14249882;HU14008915;0.5179417;0;0;0;3;10;20;ÉMOR-TISZK Észak-magyarországi Szakképzés-szervez�;HU312;3;45000000-7;4;1;HU311;0;Infrastruktúra fejlesztés az ÉMOR-TISZK zRt szakképz? iskoláiban (TIOP-3.1.1-08/1) projekthez kapcsolódóan Tokaj Bodrogkeresztúri úti Tanszálloda kivitelezés.;0;STRABAG-MML Magas- és Mérnöki Létesítmény Épít? Kor;HU101;hungary;209024;15-Sep-10;2010;1373520;1;other/framework;price plus quality;regional/local ;education;missing
HU14249882;HU14008915;0.4982991;0;0;0;3;10;20;ÉMOR-TISZK Észak-magyarországi Szakképzés-szervez�;HU312;1;45212420-6;4;1;HU312;0;ÉMOR-TISZK ZRT téjékoztatója az eljárás eredményér?l;0;STRABAG-MML Magas- és Mérnöki Létesítmény Épít? Kor;HU101;hungary;209025;10-Sep-10;2010;490564.28;1;open;price plus quality;regional/local ;education;missing
HU542308;HU14008915;0.5562641;0;0;0;3;10;20;Kiskörösi Többcélú Kistérségi Társulás;HU331;1;45214210-5;3;1;HU331;0;"Tájékoztató a A versenyképes tudás megszerzését támogató intézményi infrastruktúra kialakítása a KTKT Közoktatási Intézménye soltvadkerti tagintézményében - pótmunkák"" hirdetmény né""";0;STRABAG-MML Magas- és Mérnöki Létesítmény Épít? Kor;HU101;hungary;208974;23-Aug-10;2010;69.302.221;1;other/framework;price plus quality;regional/local ;general public services;25<x<=50
HU14605749;HU14008915;0.4215128;0;3;3;3;10;20;Magyar Közút Nonprofit Zártkör?en M?köd? Részvén;HU101;1;45221119-9;3;0;HU321;1;„Debreceni Homokkerti felüljáró felújítása”;0;STRABAG-MML Magas- és Mérnöki Létesítmény Épít? Kor;HU101;hungary;209031;13-Aug-10;2010;872619.91;1;other/framework;price plus quality;national ;missing;missing
HU14381052;HU14008915;0.0742034;0;0;0;3;10;20;1000 Mester Szakképzés-szervezési Nonprofit Kiemelke;HU333;3;45400000-1;1;1;HU333;1;Szegedi Térségi Integrált Szakképz? Központ (TISZK) épületéhez kapcsolódó kiegészít? építési munkák;0;STRABAG-MML Magas- és Mérnöki Létesítmény Épít? Kor;HU101;hungary;209027;1-Dec-10;2010;55.530.871;0;missing/error;lowest price;established by public law;education;missing
HU725349;HU14008915;0.475356;0;0;0;3;10;20;Körösladány Város Önkormányzata;HU332;1;45210000-2;4;1;HU332;1;óvoda kiviteli terveinek elkészítése, építése, valamint geotermikus f?tési rendszer kialakítása az óvodában;0;STRABAG-MML Magas- és Mérnöki Létesítmény Épít? Kor;HU101;hungary;208986;23-Apr-10;2010;689549.38;1;open;price plus quality;regional/local ;missing;100<x<=500
HU726885;HU14008915;0.5588287;0;0;0;3;10;20;Kiszombor Nagyközségi Önkormányzat;HU333;1;45214200-2;3;1;HU333;1;Kiszombor, Dózsa György Általános Iskola infrastrukturális fejlesztése, pótmunka;0;STRABAG-MML Magas- és Mérnöki Létesítmény Épít? Kor;HU101;hungary;208989;19-Feb-10;2010;32796.5;1;other/framework;price plus quality;regional/local ;general public services;100<x<=500
HU10724789;HU14021992;0.4573213;0;0;1;0;0;0;"SZÁKOM"" Százhalombattai Kommunális Szolgáltató Ko""";HU102;3;45231300-8;1;0;HU21;0;Csapadék csatorna és vízvezeték építése;0;TERRA-GRANDE Közm?épít? Korlátolt Felel?sség? Társas�;HU102;hungary;209087;10-Dec-10;2010;72.718.272;0;open;lowest price;established by public law;general public services;missing
HU10724789;HU14021992;0.4514231;0;0;1;0;0;0;"SZÁKOM"" Százhalombattai Kommunális Szolgáltató Ko""";HU102;3;45000000-7;1;0;HU1;0;Hulladékazetta építése;0;TERRA-GRANDE Közm?épít? Korlátolt Felel?sség? Társas�;HU102;hungary;209088;6-Dec-10;2010;175536;0;open;lowest price;established by public law;general public services;missing
HU726621;HU14024830;0.0770644;0;0;0;0;0;0;Csongrád Megyei Önkormányzat;;4;45210000-2;3;0;HU333;1;Szentesi Horváth Mihály Gimnázium épületében galéria létesítése, szolgálati lakások átalakítása, szabadtéri színpad építése.;0;MetalCom Közép-Európai Technológiai és Szolgáltató H;HU333;hungary;209176;5-Jul-10;2010;103494;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU726896;HU14026739;0.0753037;0;0;0;0;0;0;Csongrád Városi Önkormányzat;;3;45453100-8;3;1;HU333;1;"„Csongrád Város rehabilitáció kapcsán közösségi épületek homlokzatának felújítása vállalkozási szerz?dés keretében""";0;PARTISKUM-BAU Épít?ipari, Szolgáltató-, Beruházó- és;HU333;hungary;209190;19-Feb-10;2010;161405.03;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU13851325;HU14054961;0.081295;6;1;8;0;0;0;HungaroControl Magyar Légiforgalmi Szolgálat Zártkö;HU101;4;45233226-9;3;0;HU221;0;Gy?ri Navigációs Állomás és a Békési Navigációs Állomás beköt?útjainak felújítása;0;Aszfaltút Épít?ipari, Szolgáltató és Kereskedelmi Kor;HU221;hungary;209278;25-Jan-10;2010;35.220.061;1;open;price plus quality;established by public law;missing;missing
HU10724789;HU14058233;0.0872665;0;0;1;0;0;0;"SZÁKOM"" Százhalombattai Kommunális Szolgáltató Ko""";HU102;3;45000000-7;1;0;HU102;1;Százhalombattai Városi Szabadid? Központ helyiségeinek felújítása.(táj);0;B3X Szolgáltató Korlátolt Felel?sség? Társaság;HU102;hungary;209283;17-Dec-10;2010;73800;0;missing/error;lowest price;regional/local ;general public services;missing
HU734202;HU14058532;0.0357733;0;0;0;0;0;0;Veszprém Megyei Jogú Város Önkormányzata;HU213;5;45112100-6;2;0;HU213;0;Veszprém, árkok felújítása;0;"VÍZ-SZERVÍZ-ÉPÍT?"" Épít?ipari és Szolgáltató Korl""";HU213;hungary;209284;27-Jan-10;2010;29.302.582;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU726928;HU14080036;0.038893;0;0;0;0;0;0;Szentes Város Önkormányzata;HU333;6;45000000-7;3;0;HU333;1;Rákóczi utca óvodában tálalókonyha kialakítása, táj. elj. eredm.;0;CS-M ÉP Épít?ipari Szolgáltató Korlátolt Felel?sség?;HU333;hungary;209461;8-Feb-10;2010;69.181.648;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU731597;HU14107595;0.0626232;0;0;0;0;0;0;Kaposvár Megyei Jogú Város Önkormányzata;HU232;2;45315300-1;1;0;HU232;1;Kaposvár Megyei Jogú Város Önkormányzata - Vállalkozási szerz?dés a Kaposvár, Dózsa György u. 10. szám alatti bérlakás villamos hálózat és gázvezeték rendszer felújítására - tájékozt;0;BE-ÉPÍT Szolgáltató és Kereskedelmi Korlátolt Felel?s;HU232;hungary;209543;15-Dec-10;2010;46.276.128;0;missing/error;lowest price;regional/local ;general public services;100<x<=500
HU11202983;HU14147058;0.5531191;1;0;0;0;0;0;IPOLY ERD? Zártkör?en M?köd? Részvénytársaság;HU313;1;45000000-7;8;1;HU102;0;Ipoly Erd? ZRt. - komplex ökoturisztikai fejlesztése ÉMOP-2.1.1/B-2f-2009-0022 sz. projekt keretében - tájékoztató az eljárás eredményér?l;0;EFFIX-MARKETING Kft.;HU221;hungary;209780;14-Apr-10;2010;98249.97;1;open;price plus quality;other/private ;missing;missing
HU13851325;HU14153101;0.0810272;6;1;8;0;0;0;HungaroControl Magyar Légiforgalmi Szolgálat Zártkö;HU101;4;45453100-8;3;0;HU221;0;Gy?ri mennyezet vakolat felújítás;0;BELLMANN Magas-, és Mélyépít? Korlátolt Felel?sség? T;HU221;hungary;209811;26-Apr-10;2010;20.390.497;1;open;price plus quality;other/private ;missing;missing
HU736349;HU14159956;0.0913787;0;0;0;0;0;0;Kelebia Község Önkormányzata;HU331;2;45000000-7;3;1;HU331;0;Kelebia Község M?vel?dési Ház és Könyvtár felújítása és korszer?sítése, valamint a meglév? épület b?vítése.;0;VIA-Co. Consulting Kereskedelmi és Szolgáltató Korlátol;HU101;hungary;209864;10-Nov-10;2010;28677;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU308791;HU14179181;0.0646723;36;1;18;0;0;0;Budapesti M?szaki És Gazdaságtudományi Egyetem;HU101;3;45000000-7;1;0;HU101;1;(TAER) BME Villamosmérnöki és Informatikai Kar, Számítástudományi és Információelméleti Tanszék költözéséhez kapcsolódó átalakítási munkák az Informatika épületben (EKB 34/2010.).;0;Kraftszer Épületgépészeti, Üzemeltetési és Szolgált;HU101;hungary;210019;13-Dec-10;2010;80.512.416;0;missing/error;lowest price;national ;education;500<x
HU728328;HU14298903;0.0707858;0;0;0;0;0;0;Berettyóújfalu Város Önkormányzata;HU321;4;45233200-1;3;0;HU321;0;Berettyóújfalu, Tardy utca – Erkel F. utca burkolatfelújítása;0;Berettyó-Útép Korlátolt Felel?sség? Társaság;HU321;hungary;210499;26-Feb-10;2010;48.080.406;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU728328;HU14298903;0.0801791;0;0;0;0;0;0;Berettyóújfalu Város Önkormányzata;HU321;3;45233120-6;1;1;HU321;0;Tájékoztataó az eljárás eredményér?l: Kbt. 251. § (2) bekedzés szerint: Bocskai utca felújítása és szélesítése;0;Berettyó-Útép Korlátolt Felel?sség? Társaság;HU321;hungary;210498;10-Nov-10;2010;230469.79;0;missing/error;lowest price;regional/local ;general public services;100<x<=500
HU735793;HU14300327;0.0478084;0;0;0;0;0;0;Budapest F?város XVI.Kerület Önkormányzat;HU101;3;45233120-6;4;0;HU101;1;Budapest XVI. kerületi öner?s útépítések XXV.;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210721;29-Nov-10;2010;133866.3;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU735793;HU14300327;0.5195593;0;0;0;0;0;0;Budapest F?város XVI.Kerület Önkormányzat;HU101;1;45233120-6;3;0;HU101;1;Budapest XVI. kerület Locsoló u. és Kétlovas u. vízelöntését megakadályozó szikkasztó berendezések építése;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210718;1-Dec-10;2010;23270.44;0;other/framework;price plus quality;regional/local ;general public services;100<x<=500
HU735793;HU14300327;0.0120753;0;0;0;0;0;0;Budapest F?város XVI.Kerület Önkormányzat;HU101;3;45233223-8;4;0;HU101;1;Budapest XVI. kerületi burkolat-felújítások 3.;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210719;29-Nov-10;2010;83.112.331;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU727981;HU14300327;0.0916492;0;0;0;0;0;0;Fert?d Város Önkormányzata;HU221;2;45236200-2;5;1;HU221;1;Fert?di Haydn-sétány kialakítása;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210603;21-Jul-10;2010;83.730.612;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU733634;HU14300327;0.5041491;0;0;0;0;0;0;Sárvár Város Önkormányzata;HU222;1;45000000-7;4;0;HU222;1;KÉ - EH - Sárvár, 2010. évi út- és járdaburkolat felújítási munkáinak kivitelezése 4 részben;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210671;21-Jun-10;2010;64038;1;negotiation;price plus quality;regional/local ;general public services;50<x<=100
HU725361;HU14300327;0.0808208;0;0;0;0;0;0;Békéscsaba Megyei Jogú Város Önkormányzata;HU332;3;45233123-7;1;1;HU332;NA;Keretmegállapodás Békéscsaba Megyei Jogú Város úthálózatának, járda és kerékpárút hálózatának felújítására, karbantartására, fejlesztésére a járulékos munkákkal együtt;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210580;28-Apr-10;2010;144349;1;open;lowest price;regional/local ;general public services;500<x
HU725514;HU14300327;0.6966357;0;0;0;0;0;0;Orosháza Város Önkormányzata;HU332;1;45111230-9;1;1;HU332;0;Orosháza Közép-d?l? utca burkolatépítése során jelentkez? pótmunkák.;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210591;17-Nov-10;2010;50.808.159;0;other/framework;lowest price;regional/local ;general public services;100<x<=500
HU725361;HU14300327;0.0793799;0;0;0;0;0;0;Békéscsaba Megyei Jogú Város Önkormányzata;HU332;3;45233123-7;1;1;HU332;NA;Keretmegállapodás Békéscsaba Megyei Jogú Város úthálózatának, járda és kerékpárút hálózatának felújítására, karbantartására, fejlesztésére a járulékos munkákkal együtt;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210577;28-Apr-10;2010;62.446.559;1;open;lowest price;regional/local ;general public services;500<x
HU734170;HU14300327;0.0016758;0;0;0;0;0;0;Pápa Város Önkormányzata;HU213;3;45200000-9;4;0;HU213;1;Pápa, városi utak II. Járdaépítések - tájékoztató az eljárás eredményér?l;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU221;hungary;210682;8-Dec-10;2010;95.936.561;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU729325;HU14300327;0.0700174;0;0;0;0;0;0;Eger Megyei Jogú Városi Önkormányzat;HU312;2;45233000-9;1;0;HU312;NA;Tájékoztató az eljárás eredményér?l - Eger, 2010. évi járdafelújítás aszfalt kopóréteggel 1. ütem (keret-megállapodás IV. rész);0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210631;29-Sep-10;2010;99.982.486;1;open;lowest price;regional/local ;missing;100<x<=500
HU731245;HU14300327;0.0737334;0;0;0;0;0;0;Dunakeszi Város Önkormányzata;HU102;4;45233120-6;3;0;HU102;0;Dunakeszi út;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210651;29-Mar-10;2010;78.295.559;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU725361;HU14300327;0.0783816;0;0;0;0;0;0;Békéscsaba Megyei Jogú Város Önkormányzata;HU332;3;45233123-7;1;1;HU332;NA;Keretmegállapodás Békéscsaba Megyei Jogú Város úthálózatának, járda és kerékpárút hálózatának felújítására, karbantartására, fejlesztésére a járulékos munkákkal együtt;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210581;28-Apr-10;2010;67.679.643;1;open;lowest price;regional/local ;general public services;500<x
HU729798;HU14300327;0.0782057;0;0;0;0;0;0;Nyergesújfalu Város Önkormányzata;HU212;5;45233223-8;1;1;HU212;1;Nyergesújfalu utak, járdák építése eredmény;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210641;22-Jan-10;2010;132012.54;1;open;lowest price;national ;general public services;100<x<=500
HU725361;HU14300327;0.0794803;0;0;0;0;0;0;Békéscsaba Megyei Jogú Város Önkormányzata;HU332;3;45233123-7;1;1;HU332;NA;Keretmegállapodás Békéscsaba Megyei Jogú Város úthálózatának, járda és kerékpárút hálózatának felújítására, karbantartására, fejlesztésére a járulékos munkákkal együtt;0;SWIETELSKY Magyarország Korlátolt Felel?sség? Társaság;HU101;hungary;210578;28-Apr-10;2010;68.095.847;1;open;lowest price;regional/local ;general public services;500<x
