Source;Target;cri_comp;anb_name;ca_cpv;ca_criteria_count;ca_eufund;ca_nuts;ca_scntr_sc;ca_title;w_name;country;ca_date;ca_year;ca_contract_value;nocft;ca_procedure;ca_criterion
SK35910739;SK36034380;0,2981182;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a.s., v regionálnom centre Juh;IP GAS spol. s r.o;slovakia;19-Sep-09;2009;918525,75;0;open;lowest price
SK35910739;SK36261157;0,2981182;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a.s., v regionálnom centre Juh;TIM IS, s.r.o;slovakia;19-Sep-09;2009;918525,75;0;open;lowest price
SK35910739;SK36261157;0,2981182;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a.s., v regionálnom centre Juh;TIM IS, s.r.o;slovakia;19-Sep-09;2009;918525,75;0;open;lowest price
SK35910739;SK36261157;0,2981182;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a.s., v regionálnom centre Juh;TIM IS, s.r.o;slovakia;19-Sep-09;2009;918525,75;0;open;lowest price
SK35910739;SK34118152;0,2981182;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a.s., v regionálnom centre Juh;PKP.system s.r.o;slovakia;19-Sep-09;2009;918525,75;0;open;lowest price
SK35910739;SK34118152;0,2981182;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a.s., v regionálnom centre Juh;PKP.system s.r.o;slovakia;19-Sep-09;2009;918525,75;0;open;lowest price
SK31305547;SK17317282;0,2980461;Obec Hnilec, obecný podnik;45233142-6;2;1;SK042;0;Rekonštrukcia miestnych komunikácií v obci Hnilec;STRABAG, s. r. o;slovakia;25-Mar-09;2009;911857,8;0;open;lowest price
SK00314676;SK36373249;0,2980094;Mesto Námestovo;45214210-5;2;1;SK031;0;Obnova Základnej školy, Komenského ulica, Námestovo;Stavebný podnik, spol. s r. o;slovakia;4-Apr-09;2009;905704,84;0;open;lowest price
SK00329061;SK31685226;0,2979571;Mesto Gelnica;45213250-0;2;1;SK042;0;Priemyselný park v meste Gelnica;REKOM, s. r. o., Rozhanovce;slovakia;2-Jul-09;2009;2784972,6;1;invitation;lowest price
SK00323021;SK37885430;0,2978137;Mesto Humenné;45214210-5;2;1;SK041;0;Stavebné úpravy Základnej školy na Hrnčiarskej ulici v Humennom;EUR-STAV združenie;slovakia;26-Mar-09;2009;879212,97;0;open;lowest price
SK00314463;SK36390151;0,2978005;Mesto Dolný Kubín;45214210-5;4;1;SK031;0;Moderná škola na úrovni EÚ - vybavenie interiéru a zlepšenie technického štandardu;OMOSS, spol. s r. o;slovakia;16-Apr-09;2009;876501,61;0;open;price plus quality
SK00323560;SK31722849;0,2977952;Mesto Snina;45212410-3;2;0;SK041;1;Bytový dom 2 x 12 b. j., blok A, blok B;Stavomont SP Snina, spol. s r. o., Satkčínska 758/8, 069;slovakia;31-Jan-09;2009;879305,1;0;open;lowest price
SK00003328;SK31611788;0,2976683;Slovenská správa ciest;45000000-7;2;0;SK041;1;I/74 Belá nad Cirochou, odvodnenie, chodník;Skanska BS, a. s;slovakia;7-Mar-09;2009;859381,27;0;open;lowest price
SK00314749;SK36373249;0,2975482;Obec Oravská Polhora;45214100-1;2;1;SK031;0;Stavebné úpravy ZŠ 1 - 9 a MŠ, Oravská Polhora;Stavebný podnik spol, s. r. o;slovakia;20-Jan-09;2009;845876,95;0;open;lowest price
SK37808427;SK44361882;0,2975407;Žilinský samosprávny kraj;45214220-8;2;1;SK031;0;Rekonštrukcia objektov - zvýšenie energetického štandardu Gymnázia V. P. Tótha, Martin;Združenie: PROMTO, a. s., PROMA, s. r. o;slovakia;9-Jun-09;2009;842353,59;0;open;lowest price
SK00590746;SK31436137;0,2974881;Obec Rumince;45252000-8;12;0;SK032;0;ČOV Rumince;ZONEX, s. r. o;slovakia;28-Apr-09;2009;159410,58;0;open;price plus quality
SK00315036;SK36390151;0,2973298;Obec Zuberec;45214100-1;2;1;SK031;0;Stavebné úpravy a zateplenie Materskej školy, Zuberec, ZŠ, Zuberec - využitie podkrovia;Omoss, spol. s r. o;slovakia;5-Mar-09;2009;814931,58;0;open;lowest price
SK00682101;SK43941664;0,2972424;Obec Sekule;45214210-5;2;1;SK021;0;Obnova ZŠ, Sekule;OHL Pozemné stavby, a. s;slovakia;2-Apr-09;2009;803034,96;0;open;lowest price
SK00316792;SK36390151;0,297222;Mesto Martin;45214210-5;2;1;SK031;0;Rekonštrukcia 3 základných škôl v meste Martin;OMOSS, spol. s r.o.,;slovakia;30-Jul-09;2009;800458,75;0;open;lowest price
SK00317004;SK31643841;0,2970856;Mesto Turčianske Teplice;45214210-5;2;1;SK031;0;Rekonštrukcia Integrovanej základnej školy v Turčianskych Tepliciach;Stavomontáže Žilina, a. s;slovakia;1-Jul-09;2009;783516,22;0;open;lowest price
SK00307416;SK36547441;0,2970523;Obec Pukanec;45211340-4;6;0;SK023;0;Novostavba 18 BJ Pukanec - nájomné byty;TOSTAV, spol. s r. o;slovakia;14-Jan-09;2009;782571,1;0;open;price plus quality
SK00327808;SK00155764;0,2970167;Obec Šarišské Michaľany;45211000-9;2;0;SK041;0;Šarišské Michaľany, 16 b. j., na Michalskej ulici;PEhAES, a. s;slovakia;27-Jan-09;2009;778207,27;0;open;lowest price
SK00326518;SK36168335;0,2969855;Mesto Spišská Belá;45212410-3;2;0;SK041;1;Výstavba nájomných bytov - 20 bytových jednotiek - prístavba a nadstavba zdravotného strediska v Spišskej Belej;ARPROG, a. s., Poprad;slovakia;10-Feb-09;2009;774409,07;0;open;lowest price
SK00316792;SK36397971;0,2966173;Mesto Martin;45214210-5;2;1;SK031;0;Rekonštrukcia 3 základných škôl v meste Martin;Stavebná mechanizácia, s. r. o;slovakia;30-Jul-09;2009;728015,6;0;open;lowest price
SK35910739;SK14276925;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;Jozef Plančár - GASMONTA;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK36212415;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;KONŠTRUKTA, spol. s r. o;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK31657095;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;MONTRÚR s. r. o. Košice;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK31681212;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;MIVA spol. s r. o;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK36464261;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;SVIDGAS, s. r. o;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK35911671;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;GAS - MG, spol. s r. o;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK36445495;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;GASPROJEKT, spol. s r. o;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK36483176;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;INŠTALA NOVÁ, spol. s r. o;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK36212415;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;KONŠTRUKTA, spol. s r.o;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK36212415;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;KONŠTRUKTA, spol. s r. o;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK36212415;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;KONŠTRUKTA, spol. s r. o;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK14276925;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;Jozef Plančár - GASMONTA;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK14276925;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;Jozef Plančár - GASMONTA;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK35910739;SK31671212;0,296605;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Východ;MIVA, spol. s r.o;slovakia;5-Jun-09;2009;727349,79;0;open;lowest price
SK00313301;SK36028606;0,2965584;Obec Braväcovo;45211350-7;6;1;SK032;1;Rekonštrukcia obecného úradu a kultúrneho domu;PR QUERKUS, s. r. o;slovakia;16-May-09;2009;135033,64;1;open;price plus quality
SK00307777;SK36385743;0,2965136;Obec Branč;45232400-6;2;1;SK023;0;Branč - kanalizačná sieť;VESTAM, s. r. o;slovakia;16-May-09;2009;2881281,1;1;invitation;lowest price
SK00003328;SK31333320;0,2963746;Slovenská správa ciest, Investičná výstavba a spr�;45233000-9;2;0;SK031;1;I/18 Strečno - Dubná Skala, dopravno-bezpečnostné opatrenia v km 465,600 - 476,600;Doprastav, a. s;slovakia;18-Jun-09;2009;2794623,9;1;invitation;lowest price
SK00306606;SK31428568;0,2963631;Obec Nesvady;45211000-9;2;0;SK023;0;Bytový nájomný dom 18 b. j., Nesvady;STABAC, spol. s r. o;slovakia;14-Jan-09;2009;702368,39;0;open;lowest price
SK00316041;SK36183792;0,2962786;Obec Divín;45214210-5;2;1;SK032;0;Rekonštrukcia strechy, podláh a fasády, Základná škola, Divín;J. P. - STAV, spol. s r. o;slovakia;26-Feb-09;2009;693123,19;0;open;lowest price
SK00305766;SK31422748;0,2962716;Obec Trhová Hradská;45211341-1;2;0;SK021;0;Výstavba nájomného bytového domu 6 + 6 b. j., radová zástavba v Trhovej Hradskej s technickou vybavenosťou;DOPTRIO, spol. s r. o;slovakia;3-Mar-09;2009;690279,12;0;open;lowest price
SK37938126;SK17147387;0,2962336;Krajský školský úrad v Prešove;45214100-1;2;1;SK041;0;Rekonštrukcia a modernizácia Špeciálnej základnej školy v Poprade;UNISTAV, s. r. o., Prešov;slovakia;24-Apr-09;2009;685490,7;0;open;lowest price
SK00312509;SK35683066;0,2961634;Mesto Hlohovec;45214210-5;2;1;SK021;0;Rekonštrukcia I. ZŠ, M. R. Štefánika 30, Hlohovec;EURO-BUILDING, a. s;slovakia;27-Feb-09;2009;680710,2;0;open;lowest price
SK00691135;SK36168572;0,2960709;Mesto Košice;45233221-4;2;0;SK042;1;Vodorovné značenie krytu pozemných komunikácií;STOPING, spol. s r. o;slovakia;4-Apr-09;2009;668220,3;0;open;lowest price
SK00313491;SK43941664;0,29604;Obec Brusno;45214100-1;2;1;SK032;0;Rekonštrukcia Základnej školy s materskou školou, Brusno;OHL Pozemné stavby, a. s;slovakia;29-Jan-09;2009;667659,02;0;open;lowest price
SK00307203;SK36524735;0,2958806;Mesto Levice;45214210-5;2;1;SK023;0;Broadband škola - rekonštrukcia a modernizácia Záklanej školy Andreja Kmeťa v Leviciach;Levstav Levice, s. r. o;slovakia;4-Apr-09;2009;648561,94;0;open;lowest price
SK00314901;SK00693294;0,2957251;Mesto Tvrdošín;45232400-6;2;1;SK031;0;Vybudovanie infraštruktúry vodného hospodárstva v mestskej časti Tvrdošín - Oravice;ENERGO CONTROLS, spol. s r. o;slovakia;24-Sep-09;2009;1700675,8;1;invitation;lowest price
SK00620581;SK17789281;0,2956715;Obec Liptovský Peter;45215210-2;2;0;SK031;0;Bytový dom - 12 b. j., Liptovský Peter;Ivan Zelina DAN-ZEL;slovakia;7-Mar-09;2009;628265,2;0;open;lowest price
SK00691135;SK31648924;0,2956601;Mesto Košice;45233221-4;2;0;SK042;1;Vodorovné značenie krytu pozemných komunikácií;HOFEX, spol. s r. o;slovakia;4-Apr-09;2009;626513,25;0;open;lowest price
SK00318361;SK35701412;0,295501;Mesto Nováky;45211000-9;2;0;SK022;1;Bytový dom OSTROV, Kukučínova ulica, Nováky;Area Medica Slovaca, s. r. o;slovakia;12-Feb-09;2009;613518,05;0;open;lowest price
SK37869451;SK31435513;0,2955001;Obec Žitavany;45211340-4;6;0;SK023;0;Bytový dom 14 BJ + TV, Žitavany;AGROSTAV HSV, spol. s r. o., Zlaté Moravce;slovakia;14-Jan-09;2009;613438,07;0;open;price plus quality
SK00308307;SK35974940;0,2953498;Mesto Nitra;45214210-5;2;1;SK023;0;Rekonštrukcia ZŠ Fatranská;VESTAM COMPANY, s.r.o;slovakia;7-Aug-09;2009;1567693,1;1;invitation;lowest price
SK00312622;SK31426000;0,2952716;Obec Kátlovce;45214100-1;2;1;SK021;0;Rekonštrukcia a modernizácia ZŠ a MŠ Kátlovce;INVEX, spol. s r. o;slovakia;28-May-09;2009;590058,32;0;open;lowest price
SK00314099;SK10844023;0,2952439;Mesto Kysucké Nové Mesto;45214200-2;2;1;SK031;0;Stavebné úpravy a nadstavba budovy ZUŠ, Kysucké Nové Mesto;Združenie HARCEK v zložení - 1. Pavol Harcek;slovakia;27-Jun-09;2009;1536252,1;1;invitation;lowest price
SK00308439;SK17330165;0,2952393;Obec Močenok;45211000-9;2;0;SK023;0;Nájomný bytový dom, 16 bytových jednotiek, MARKÉTA + technická vybavenosť, Močenok;MENERT, spol. s r. o;slovakia;3-Feb-09;2009;588843,13;0;open;lowest price
SK00308897;SK36555801;0,2950915;Obec Dvory nad Žitavou;45214200-2;2;1;SK023;1;"Nadstavba ZŠ „B Dvory nad Žitavou""";MOLDA stavebná firma, s. r. o;slovakia;26-May-09;2009;573617,88;0;open;lowest price
SK30842344;SK35683066;0,2950842;Dom tretieho veku;45215214-0;2;0;SK01;0;Odstránenie systémových porúch bytového domu a následné zateplenie domu na Poloreckého 2 v Bratislave;EURO-BUILDING, a. s., a Energetika stavebníctvo financova;slovakia;10-Feb-09;2009;574686,53;0;open;lowest price
SK00326321;SK44622287;0,2950311;Obec Lendak;45214210-5;2;1;SK041;0;Stavebné úpravy a nadstavba Základnej školy v Lendaku;Harcek a spol., s.r.o;slovakia;15-Sep-09;2009;1460225,4;1;invitation;lowest price
SK35910739;SK36297003;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;AMDAT s.r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK32272227;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;QUATTROGAS, Pavol Prieboj;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK36297003;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;AMDAT s.r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK17661307;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;ARIJA, Ing. Vladimír ARGALÁŠ;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK36819085;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;GAZMONT, s.r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK36347051;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;REPROGAS s.r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK36374326;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;MPM, s.r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK36819085;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;GAZMONT, s.r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK34109391;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;KOVAGAZ s.r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK36229709;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;TERMOMONT Dolná Krupá s.r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK36297003;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;AMDAT s.r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK32272227;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;QUATTROGAS, Pavol Prieboj;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK36377236;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;PM - Invest, spol. s r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK36819085;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;GAZMONT, s.r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK36229709;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;TERMOMONT Dolná Krupá s.r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK35910739;SK36347051;0,2950078;SPP - distribúcia, a.s;45231220-3;2;0;SK0;0;Pripojovacie plynovody pre pripojenie odberného plynárenského zariadenia k distribučnej sieti SPP - distribúcia, a. s., v regionálnom centre Sever;REPROGAS s.r.o;slovakia;6-Jun-09;2009;566135,55;0;open;lowest price
SK00151866;SK35683066;0,295003;Ministerstvo vnútra Slovenskej republiky;45216111-5;2;0;SK021;1;Dunajská Streda, OR PZ, rekonštrukcia objektu;EURO-BUILDING, a. s;slovakia;26-Mar-09;2009;565711,32;0;open;lowest price
SK30232295;SK36295981;0,2948682;Univerzita Mateja Bela v Banskej Bystrici;45000000-7;2;0;SK032;0;Rekonštrukcia bazéna a technologického zariadenia strojovne plavárne FHV, Tajovského ul., Banská Bystrica;PDP, s. r. o;slovakia;21-Mar-09;2009;553876,92;0;open;lowest price
SK00312061;SK35765607;0,2947633;Obec Trenčianske Bohuslavice;45211000-9;2;0;SK021;0;Bytový dom, Trenčianske Bohuslavice;Štúdio-21 plus, s. r. o;slovakia;7-Mar-09;2009;544834,12;0;open;lowest price
SK00326631;SK31665926;0,29475;Obec Toporec;45214210-5;2;1;SK041;0;Generálna rekonštrukcia Základnej školy Toporec;IGLASS, spol. s r. o;slovakia;14-May-09;2009;543702,88;0;open;lowest price
SK00003328;SK31721079;0,294747;Slovenská správa ciest;45000000-7;2;0;SK041;1;I/18 - 499 Nižný Hrabovec, nadcestie;C. M. R. Slovakia, s. r. o;slovakia;5-May-09;2009;543444,1;0;open;lowest price
SK37861298;SK36555801;0,2945405;Nitriansky samosprávny kraj;45000000-7;2;0;SK023;0;Prístavba budovy Gymnázia, Želiezovce;MOLDA stavebná firma, s. r. o;slovakia;21-Jan-09;2009;527705,96;0;open;lowest price
SK00320439;SK31616089;0,2944784;Mesto Zvolen;45214210-5;2;1;SK032;0;Komplexné zlepšenie vyučovacích podmienok na ZŠ J. Alexyho 1941/1, Zvolen;PUR STAV KB, s. r. o;slovakia;27-May-09;2009;1298505,5;1;invitation;lowest price
SK00329631;SK36168335;0,2944518;Obec Spišský Štvrtok;45214210-5;2;1;SK041;0;Rekonštrukcia základnej školy v Spišskom Štvrtku;ARPROG, akciová spoločnosť, Poprad;slovakia;12-Mar-09;2009;518846,11;0;open;lowest price
SK37808427;SK36625604;0,2944348;Žilinský samosprávny kraj;45215100-8;2;0;SK031;0;Stavebné úpravy budovy Polikliniky I. Škultétyho, Martin;LMD, s.r.o;slovakia;10-Oct-09;2009;1083773,1;1;invitation;lowest price
SK00314285;SK44622287;0,2943608;Obec Skalité;45214210-5;2;1;SK031;0;Rekonštrukcia ZŠ s MŠ Skalité - Kudlov č. 781;Harcek a spol., s.r.o;slovakia;7-Aug-09;2009;1065228,2;1;invitation;lowest price
SK00314099;SK36395463;0,2942777;Mesto Kysucké Nové Mesto;45214100-1;2;1;SK031;0;Základná škola Clementisova - stavebné úpravy, zvýšenie energetickej efektívnosti a materiálnych podmienok komplexnou rekonštrukciou;EKOSTAV SLOVAKIA, spol. s r. o;slovakia;1-Jul-09;2009;1241282;1;invitation;lowest price
SK35557184;SK36201537;0,2942335;Krajský školský úrad v Košiciach;45214230-1;2;1;SK042;0;Prestavba a rekonštrukcia Špeciálnej základnej školy, Sečovce;INICO TREBIŠOV, spol. s r. o;slovakia;6-Mar-09;2009;501378,35;0;open;lowest price
SK00320439;SK36014354;0,2941847;Mesto Zvolen;45214210-5;2;1;SK032;0;Komplexné zlepšenie vyučovacích podmienok na ZŠ M. Rázusa 1672/3, Zvolen;Sim Kor,s.r.o;slovakia;4-Jul-09;2009;1216191,6;1;invitation;lowest price
SK00682152;SK36041491;0,2941416;Obec Horné Trhovište;45211000-9;2;0;SK021;0;Horné Trhovište - nájomné bytové domy;VENTA PLUS, spol. s r. o;slovakia;5-Mar-09;2009;494204,37;0;open;lowest price
SK00318337;SK10952977;0,2940289;Obec Nitrianske Pravno;45214100-1;2;1;SK023;0;Sanácia Základnej školy, Nitrianske Pravno;Jozef Padala Padala a spol;slovakia;11-Jun-09;2009;1176463,6;1;invitation;lowest price
SK00305537;SK00896225;0,2938989;Obec Kútniky;45233142-6;4;1;SK021;0;Rekonštrukcia a modernizácia miestnych komunikácií, chodníkov a verejného osvetlenia v obci Kútniky;Združenie Swietelsky;slovakia;18-Mar-09;2009;475743,88;0;open;price plus quality
SK00328758;SK36183792;0,2937856;Mesto Rožňava;45214210-5;2;1;SK042;1;Rekonštrukcia Základnej školy, na Ulici pionierov v Rožňave;J.P.-STAV spol. s r.o;slovakia;1-Aug-09;2009;1111895;1;invitation;lowest price
SK00309613;SK36328294;0,2936254;Obec Kopčany;45000000-0;2;0;SK01;0;Zateplenie a rekonštrukcia ZŠ, Kopčany;AU - STAV, spol. s r. o;slovakia;7-Mar-09;2009;455765,61;0;open;lowest price
SK00003328;SK31651518;0,2935318;Slovenská správa ciest;45000000-7;2;0;SK042;1;I/79 a II/552, Veľaty - križovatka;EUROVIA - Cesty, a. s;slovakia;28-Feb-09;2009;450467,39;0;open;lowest price
SK00328693;SK43941664;0,2933173;Mesto Revúca;45214410-7;6;1;SK032;0;Rekonštrukcia a modernizácia Základnej školy J. A. Komenského v Revúcej;OHL Pozemné stavby a.s;slovakia;3-Oct-09;2009;847912,25;1;invitation;price plus quality
SK00151866;SK31439926;0,2932172;Ministerstvo vnútra Slovenskej republiky;45213150-9;2;0;SK021;1;Rekonštrukcia budovy pre Obvodný úrad v Galante;YUKO, spol. s r. o;slovakia;5-Feb-09;2009;428776,72;0;open;lowest price
SK00324655;SK31663834;0,2931677;Obec Rozhanovce;45214200-2;2;1;SK042;0;Rekonštrukcia a modernizácia ZŠ, Rozhanovce;STAVOTERM Michalovce, s. r. o;slovakia;16-Apr-09;2009;423761,78;0;open;lowest price
SK00314307;SK36391409;0,292998;Obec Stará Bystrica;45214210-5;2;1;SK031;0;Rekonštrukcia základnej školy a materskej školy v Starej Bystrici - prestavba, nadstavba, prístavba;KOBAS, s.r.o;slovakia;18-Sep-09;2009;934336,23;1;invitation;lowest price
SK00326241;SK36490466;0,2929972;Obec Ihľany;45211000-9;2;0;SK041;1;Bytový dom bežného štandardu s 10 b. j. - Ihľany - s technickou vybavenosťou;SANY Slovakia, s. r. o;slovakia;29-Jan-09;2009;414232,68;0;open;lowest price
SK00306169;SK17330165;0,2929617;Mesto Sereď;45214210-5;2;1;SK021;0;Zateplenie Základnej školy J. A. Komenského Sereď;MENERT spol. s r.o;slovakia;10-Jul-09;2009;784994,22;1;invitation;lowest price
